"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","55139","User filters properties by Presale status","","2025-11-02","passed","2025-11-02","","","",""
